Release Period,State,Measure ID,Bottom-box Percentage,Middle-box Percentage,Top-box Percentage,State Name,Region,Measure,Type
07_2019,GA,H_RECMND,6,24,70,Georgia,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,HI,H_CLEAN_HSP,6,17,77,Hawaii,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2019,HI,H_COMP_1,6,15,79,Hawaii,Pacific,Communication with Nurses,Composite Measure
07_2019,HI,H_COMP_2,5,13,82,Hawaii,Pacific,Communication with Doctors,Composite Measure
07_2019,HI,H_COMP_3,9,23,68,Hawaii,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2019,HI,H_COMP_5,19,18,63,Hawaii,Pacific,Communication about Medicines,Composite Measure
07_2019,HI,H_COMP_6,14,0,86,Hawaii,Pacific,Discharge Information,Composite Measure
07_2019,HI,H_COMP_7,6,42,52,Hawaii,Pacific,Care Transition,Composite Measure
07_2019,HI,H_HSP_RATING,9,20,71,Hawaii,Pacific,Overall Hospital Rating,Global Item
07_2019,HI,H_QUIET_HSP,10,30,60,Hawaii,Pacific,Quietness of Hospital Environment,Individual Item
07_2019,HI,H_RECMND,5,23,72,Hawaii,Pacific,Willingness to Recommend the Hospital,Global Item
07_2019,IA,H_CLEAN_HSP,4,16,80,Iowa,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,IA,H_COMP_1,2,15,83,Iowa,West North Central,Communication with Nurses,Composite Measure
07_2019,IA,H_COMP_2,3,13,84,Iowa,West North Central,Communication with Doctors,Composite Measure
07_2019,IA,H_COMP_3,5,22,73,Iowa,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,IA,H_COMP_5,13,19,68,Iowa,West North Central,Communication about Medicines,Composite Measure
07_2019,IA,H_COMP_6,11,0,89,Iowa,West North Central,Discharge Information,Composite Measure
07_2019,IA,H_COMP_7,3,41,56,Iowa,West North Central,Care Transition,Composite Measure
07_2019,IA,H_HSP_RATING,5,16,79,Iowa,West North Central,Overall Hospital Rating,Global Item
07_2019,IA,H_QUIET_HSP,6,27,67,Iowa,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,IA,H_RECMND,2,22,76,Iowa,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,ID,H_CLEAN_HSP,5,14,81,Idaho,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,ID,H_COMP_1,3,15,82,Idaho,Mountain,Communication with Nurses,Composite Measure
07_2019,ID,H_COMP_2,3,13,84,Idaho,Mountain,Communication with Doctors,Composite Measure
07_2019,ID,H_COMP_3,5,20,75,Idaho,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,ID,H_COMP_5,14,17,69,Idaho,Mountain,Communication about Medicines,Composite Measure
07_2019,ID,H_COMP_6,11,0,89,Idaho,Mountain,Discharge Information,Composite Measure
07_2019,ID,H_COMP_7,4,40,56,Idaho,Mountain,Care Transition,Composite Measure
07_2019,ID,H_HSP_RATING,6,17,77,Idaho,Mountain,Overall Hospital Rating,Global Item
07_2019,ID,H_QUIET_HSP,8,29,63,Idaho,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,ID,H_RECMND,3,21,76,Idaho,Mountain,Willingness to Recommend the Hospital,Global Item
07_2019,IL,H_CLEAN_HSP,7,17,76,Illinois,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,IL,H_COMP_1,4,15,81,Illinois,East North Central,Communication with Nurses,Composite Measure
07_2019,IL,H_COMP_2,5,14,81,Illinois,East North Central,Communication with Doctors,Composite Measure
07_2019,IL,H_COMP_3,8,23,69,Illinois,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,IL,H_COMP_5,17,17,66,Illinois,East North Central,Communication about Medicines,Composite Measure
07_2019,IL,H_COMP_6,13,0,87,Illinois,East North Central,Discharge Information,Composite Measure
07_2019,IL,H_COMP_7,5,42,53,Illinois,East North Central,Care Transition,Composite Measure
07_2019,IL,H_HSP_RATING,8,20,72,Illinois,East North Central,Overall Hospital Rating,Global Item
07_2019,IL,H_QUIET_HSP,9,29,62,Illinois,East North Central,Quietness of Hospital Environment,Individual Item
07_2019,IL,H_RECMND,5,25,70,Illinois,East North Central,Willingness to Recommend the Hospital,Global Item
07_2019,IN,H_CLEAN_HSP,6,17,77,Indiana,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,IN,H_COMP_1,3,16,81,Indiana,East North Central,Communication with Nurses,Composite Measure
07_2019,IN,H_COMP_2,4,15,81,Indiana,East North Central,Communication with Doctors,Composite Measure
07_2019,IN,H_COMP_3,7,22,71,Indiana,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,IN,H_COMP_5,17,18,65,Indiana,East North Central,Communication about Medicines,Composite Measure
07_2019,IN,H_COMP_6,12,0,88,Indiana,East North Central,Discharge Information,Composite Measure
07_2019,IN,H_COMP_7,4,41,55,Indiana,East North Central,Care Transition,Composite Measure
07_2019,IN,H_HSP_RATING,7,18,75,Indiana,East North Central,Overall Hospital Rating,Global Item
07_2019,IN,H_QUIET_HSP,9,30,61,Indiana,East North Central,Quietness of Hospital Environment,Individual Item
07_2019,IN,H_RECMND,4,23,73,Indiana,East North Central,Willingness to Recommend the Hospital,Global Item
07_2019,KS,H_CLEAN_HSP,5,15,80,Kansas,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,KS,H_COMP_1,3,14,83,Kansas,West North Central,Communication with Nurses,Composite Measure
07_2019,KS,H_COMP_2,3,13,84,Kansas,West North Central,Communication with Doctors,Composite Measure
07_2019,KS,H_COMP_3,5,18,77,Kansas,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,KS,H_COMP_5,14,18,68,Kansas,West North Central,Communication about Medicines,Composite Measure
07_2019,KS,H_COMP_6,13,0,87,Kansas,West North Central,Discharge Information,Composite Measure
07_2019,KS,H_COMP_7,3,40,57,Kansas,West North Central,Care Transition,Composite Measure
07_2019,KS,H_HSP_RATING,6,16,78,Kansas,West North Central,Overall Hospital Rating,Global Item
07_2019,KS,H_QUIET_HSP,7,26,67,Kansas,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,KS,H_RECMND,3,20,77,Kansas,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,KY,H_CLEAN_HSP,8,17,75,Kentucky,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,KY,H_COMP_1,4,15,81,Kentucky,East South Central,Communication with Nurses,Composite Measure
07_2019,KY,H_COMP_2,4,13,83,Kentucky,East South Central,Communication with Doctors,Composite Measure
07_2019,KY,H_COMP_3,9,21,70,Kentucky,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,KY,H_COMP_5,17,16,67,Kentucky,East South Central,Communication about Medicines,Composite Measure
07_2019,KY,H_COMP_6,13,0,87,Kentucky,East South Central,Discharge Information,Composite Measure
07_2019,KY,H_COMP_7,4,42,54,Kentucky,East South Central,Care Transition,Composite Measure
07_2019,KY,H_HSP_RATING,8,20,72,Kentucky,East South Central,Overall Hospital Rating,Global Item
07_2019,KY,H_QUIET_HSP,9,27,64,Kentucky,East South Central,Quietness of Hospital Environment,Individual Item
07_2019,KY,H_RECMND,5,25,70,Kentucky,East South Central,Willingness to Recommend the Hospital,Global Item
07_2019,LA,H_CLEAN_HSP,8,15,77,Louisiana,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,LA,H_COMP_1,4,11,85,Louisiana,West South Central,Communication with Nurses,Composite Measure
07_2019,LA,H_COMP_2,4,10,86,Louisiana,West South Central,Communication with Doctors,Composite Measure
07_2019,LA,H_COMP_3,9,16,75,Louisiana,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,LA,H_COMP_5,14,15,71,Louisiana,West South Central,Communication about Medicines,Composite Measure
07_2019,LA,H_COMP_6,13,0,87,Louisiana,West South Central,Discharge Information,Composite Measure
07_2019,LA,H_COMP_7,4,38,58,Louisiana,West South Central,Care Transition,Composite Measure
07_2019,LA,H_HSP_RATING,7,16,77,Louisiana,West South Central,Overall Hospital Rating,Global Item
07_2019,LA,H_QUIET_HSP,7,20,73,Louisiana,West South Central,Quietness of Hospital Environment,Individual Item
07_2019,LA,H_RECMND,4,20,76,Louisiana,West South Central,Willingness to Recommend the Hospital,Global Item
07_2019,MA,H_CLEAN_HSP,9,20,71,Massachusetts,New England,Cleanliness of Hospital Environment,Individual Item
07_2019,MA,H_COMP_1,4,15,81,Massachusetts,New England,Communication with Nurses,Composite Measure
07_2019,MA,H_COMP_2,5,15,80,Massachusetts,New England,Communication with Doctors,Composite Measure
07_2019,MA,H_COMP_3,9,26,65,Massachusetts,New England,Responsiveness of Hospital Staff,Composite Measure
07_2019,MA,H_COMP_5,18,18,64,Massachusetts,New England,Communication about Medicines,Composite Measure
07_2019,MA,H_COMP_6,11,0,89,Massachusetts,New England,Discharge Information,Composite Measure
07_2019,MA,H_COMP_7,5,43,52,Massachusetts,New England,Care Transition,Composite Measure
07_2019,MA,H_HSP_RATING,7,22,71,Massachusetts,New England,Overall Hospital Rating,Global Item
07_2019,MA,H_QUIET_HSP,15,34,51,Massachusetts,New England,Quietness of Hospital Environment,Individual Item
07_2019,MA,H_RECMND,5,22,73,Massachusetts,New England,Willingness to Recommend the Hospital,Global Item
07_2019,MD,H_CLEAN_HSP,11,20,69,Maryland,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,MD,H_COMP_1,7,17,76,Maryland,South Atlantic,Communication with Nurses,Composite Measure
07_2019,MD,H_COMP_2,7,16,77,Maryland,South Atlantic,Communication with Doctors,Composite Measure
07_2019,MD,H_COMP_3,14,26,60,Maryland,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,MD,H_COMP_5,21,18,61,Maryland,South Atlantic,Communication about Medicines,Composite Measure
07_2019,MD,H_COMP_6,14,0,86,Maryland,South Atlantic,Discharge Information,Composite Measure
07_2019,MD,H_COMP_7,7,44,49,Maryland,South Atlantic,Care Transition,Composite Measure
07_2019,MD,H_HSP_RATING,11,24,65,Maryland,South Atlantic,Overall Hospital Rating,Global Item
07_2019,MD,H_QUIET_HSP,14,30,56,Maryland,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,MD,H_RECMND,8,27,65,Maryland,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,ME,H_CLEAN_HSP,5,16,79,Maine,New England,Cleanliness of Hospital Environment,Individual Item
07_2019,ME,H_COMP_1,3,13,84,Maine,New England,Communication with Nurses,Composite Measure
07_2019,ME,H_COMP_2,4,13,83,Maine,New England,Communication with Doctors,Composite Measure
07_2019,ME,H_COMP_3,6,21,73,Maine,New England,Responsiveness of Hospital Staff,Composite Measure
07_2019,ME,H_COMP_5,14,17,69,Maine,New England,Communication about Medicines,Composite Measure
07_2019,ME,H_COMP_6,11,0,89,Maine,New England,Discharge Information,Composite Measure
07_2019,ME,H_COMP_7,4,40,56,Maine,New England,Care Transition,Composite Measure
07_2019,ME,H_HSP_RATING,6,18,76,Maine,New England,Overall Hospital Rating,Global Item
07_2019,ME,H_QUIET_HSP,9,31,60,Maine,New England,Quietness of Hospital Environment,Individual Item
07_2019,ME,H_RECMND,4,21,75,Maine,New England,Willingness to Recommend the Hospital,Global Item
07_2019,MI,H_CLEAN_HSP,7,18,75,Michigan,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,MI,H_COMP_1,4,14,82,Michigan,East North Central,Communication with Nurses,Composite Measure
07_2019,MI,H_COMP_2,5,15,80,Michigan,East North Central,Communication with Doctors,Composite Measure
07_2019,MI,H_COMP_3,7,20,73,Michigan,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,MI,H_COMP_5,16,18,66,Michigan,East North Central,Communication about Medicines,Composite Measure
07_2019,MI,H_COMP_6,11,0,89,Michigan,East North Central,Discharge Information,Composite Measure
07_2019,MI,H_COMP_7,5,41,54,Michigan,East North Central,Care Transition,Composite Measure
07_2019,MI,H_HSP_RATING,7,19,74,Michigan,East North Central,Overall Hospital Rating,Global Item
07_2019,MI,H_QUIET_HSP,11,29,60,Michigan,East North Central,Quietness of Hospital Environment,Individual Item
07_2019,MI,H_RECMND,5,24,71,Michigan,East North Central,Willingness to Recommend the Hospital,Global Item
07_2019,MN,H_CLEAN_HSP,5,15,80,Minnesota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,MN,H_COMP_1,2,14,84,Minnesota,West North Central,Communication with Nurses,Composite Measure
07_2019,MN,H_COMP_2,3,12,85,Minnesota,West North Central,Communication with Doctors,Composite Measure
07_2019,MN,H_COMP_3,5,19,76,Minnesota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,MN,H_COMP_5,13,19,68,Minnesota,West North Central,Communication about Medicines,Composite Measure
07_2019,MN,H_COMP_6,11,0,89,Minnesota,West North Central,Discharge Information,Composite Measure
07_2019,MN,H_COMP_7,3,40,57,Minnesota,West North Central,Care Transition,Composite Measure
07_2019,MN,H_HSP_RATING,5,17,78,Minnesota,West North Central,Overall Hospital Rating,Global Item
07_2019,MN,H_QUIET_HSP,6,26,68,Minnesota,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,MN,H_RECMND,3,20,77,Minnesota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,MO,H_CLEAN_HSP,7,18,75,Missouri,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,MO,H_COMP_1,4,17,79,Missouri,West North Central,Communication with Nurses,Composite Measure
07_2019,MO,H_COMP_2,4,15,81,Missouri,West North Central,Communication with Doctors,Composite Measure
07_2019,MO,H_COMP_3,8,23,69,Missouri,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,MO,H_COMP_5,17,19,64,Missouri,West North Central,Communication about Medicines,Composite Measure
07_2019,MO,H_COMP_6,14,0,86,Missouri,West North Central,Discharge Information,Composite Measure
07_2019,MO,H_COMP_7,5,42,53,Missouri,West North Central,Care Transition,Composite Measure
07_2019,MO,H_HSP_RATING,8,20,72,Missouri,West North Central,Overall Hospital Rating,Global Item
07_2019,MO,H_QUIET_HSP,10,29,61,Missouri,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,MO,H_RECMND,5,25,70,Missouri,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,MS,H_CLEAN_HSP,9,15,76,Mississippi,East South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,MS,H_COMP_1,5,12,83,Mississippi,East South Central,Communication with Nurses,Composite Measure
07_2019,MS,H_COMP_2,4,10,86,Mississippi,East South Central,Communication with Doctors,Composite Measure
07_2019,MS,H_COMP_3,10,17,73,Mississippi,East South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,MS,H_COMP_5,17,15,68,Mississippi,East South Central,Communication about Medicines,Composite Measure
07_2019,MS,H_COMP_6,17,0,83,Mississippi,East South Central,Discharge Information,Composite Measure
07_2019,MS,H_COMP_7,5,43,52,Mississippi,East South Central,Care Transition,Composite Measure
07_2019,MS,H_HSP_RATING,9,19,72,Mississippi,East South Central,Overall Hospital Rating,Global Item
07_2019,MS,H_QUIET_HSP,7,20,73,Mississippi,East South Central,Quietness of Hospital Environment,Individual Item
07_2019,MS,H_RECMND,6,23,71,Mississippi,East South Central,Willingness to Recommend the Hospital,Global Item
07_2019,MT,H_CLEAN_HSP,8,19,73,Montana,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,MT,H_COMP_1,4,16,80,Montana,Mountain,Communication with Nurses,Composite Measure
07_2019,MT,H_COMP_2,4,14,82,Montana,Mountain,Communication with Doctors,Composite Measure
07_2019,MT,H_COMP_3,5,20,75,Montana,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,MT,H_COMP_5,16,17,67,Montana,Mountain,Communication about Medicines,Composite Measure
07_2019,MT,H_COMP_6,16,0,84,Montana,Mountain,Discharge Information,Composite Measure
07_2019,MT,H_COMP_7,5,41,54,Montana,Mountain,Care Transition,Composite Measure
07_2019,MT,H_HSP_RATING,9,21,70,Montana,Mountain,Overall Hospital Rating,Global Item
07_2019,MT,H_QUIET_HSP,8,32,60,Montana,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,MT,H_RECMND,4,26,70,Montana,Mountain,Willingness to Recommend the Hospital,Global Item
07_2019,NC,H_CLEAN_HSP,9,18,73,North Carolina,South Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,NC,H_COMP_1,4,15,81,North Carolina,South Atlantic,Communication with Nurses,Composite Measure
07_2019,NC,H_COMP_2,5,13,82,North Carolina,South Atlantic,Communication with Doctors,Composite Measure
07_2019,NC,H_COMP_3,10,21,69,North Carolina,South Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,NC,H_COMP_5,17,17,66,North Carolina,South Atlantic,Communication about Medicines,Composite Measure
07_2019,NC,H_COMP_6,13,0,87,North Carolina,South Atlantic,Discharge Information,Composite Measure
07_2019,NC,H_COMP_7,5,42,53,North Carolina,South Atlantic,Care Transition,Composite Measure
07_2019,NC,H_HSP_RATING,8,20,72,North Carolina,South Atlantic,Overall Hospital Rating,Global Item
07_2019,NC,H_QUIET_HSP,10,27,63,North Carolina,South Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,NC,H_RECMND,6,24,70,North Carolina,South Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,ND,H_CLEAN_HSP,5,15,80,North Dakota,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,ND,H_COMP_1,3,12,85,North Dakota,West North Central,Communication with Nurses,Composite Measure
07_2019,ND,H_COMP_2,4,11,85,North Dakota,West North Central,Communication with Doctors,Composite Measure
07_2019,ND,H_COMP_3,5,19,76,North Dakota,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,ND,H_COMP_5,13,19,68,North Dakota,West North Central,Communication about Medicines,Composite Measure
07_2019,ND,H_COMP_6,16,0,84,North Dakota,West North Central,Discharge Information,Composite Measure
07_2019,ND,H_COMP_7,3,40,57,North Dakota,West North Central,Care Transition,Composite Measure
07_2019,ND,H_HSP_RATING,7,17,76,North Dakota,West North Central,Overall Hospital Rating,Global Item
07_2019,ND,H_QUIET_HSP,6,25,69,North Dakota,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,ND,H_RECMND,3,21,76,North Dakota,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,NE,H_CLEAN_HSP,5,13,82,Nebraska,West North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,NE,H_COMP_1,3,14,83,Nebraska,West North Central,Communication with Nurses,Composite Measure
07_2019,NE,H_COMP_2,3,13,84,Nebraska,West North Central,Communication with Doctors,Composite Measure
07_2019,NE,H_COMP_3,4,18,78,Nebraska,West North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,NE,H_COMP_5,13,18,69,Nebraska,West North Central,Communication about Medicines,Composite Measure
07_2019,NE,H_COMP_6,11,0,89,Nebraska,West North Central,Discharge Information,Composite Measure
07_2019,NE,H_COMP_7,3,39,58,Nebraska,West North Central,Care Transition,Composite Measure
07_2019,NE,H_HSP_RATING,5,17,78,Nebraska,West North Central,Overall Hospital Rating,Global Item
07_2019,NE,H_QUIET_HSP,5,25,70,Nebraska,West North Central,Quietness of Hospital Environment,Individual Item
07_2019,NE,H_RECMND,3,20,77,Nebraska,West North Central,Willingness to Recommend the Hospital,Global Item
07_2019,NH,H_CLEAN_HSP,6,16,78,New Hampshire,New England,Cleanliness of Hospital Environment,Individual Item
07_2019,NH,H_COMP_1,3,15,82,New Hampshire,New England,Communication with Nurses,Composite Measure
07_2019,NH,H_COMP_2,4,14,82,New Hampshire,New England,Communication with Doctors,Composite Measure
07_2019,NH,H_COMP_3,7,22,71,New Hampshire,New England,Responsiveness of Hospital Staff,Composite Measure
07_2019,NH,H_COMP_5,17,18,65,New Hampshire,New England,Communication about Medicines,Composite Measure
07_2019,NH,H_COMP_6,11,0,89,New Hampshire,New England,Discharge Information,Composite Measure
07_2019,NH,H_COMP_7,5,41,54,New Hampshire,New England,Care Transition,Composite Measure
07_2019,NH,H_HSP_RATING,7,21,72,New Hampshire,New England,Overall Hospital Rating,Global Item
07_2019,NH,H_QUIET_HSP,12,33,55,New Hampshire,New England,Quietness of Hospital Environment,Individual Item
07_2019,NH,H_RECMND,5,22,73,New Hampshire,New England,Willingness to Recommend the Hospital,Global Item
07_2019,NJ,H_CLEAN_HSP,9,21,70,New Jersey,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,NJ,H_COMP_1,6,17,77,New Jersey,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2019,NJ,H_COMP_2,6,17,77,New Jersey,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2019,NJ,H_COMP_3,13,26,61,New Jersey,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,NJ,H_COMP_5,21,19,60,New Jersey,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2019,NJ,H_COMP_6,15,0,85,New Jersey,Mid-Atlantic,Discharge Information,Composite Measure
07_2019,NJ,H_COMP_7,6,46,48,New Jersey,Mid-Atlantic,Care Transition,Composite Measure
07_2019,NJ,H_HSP_RATING,10,24,66,New Jersey,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2019,NJ,H_QUIET_HSP,15,32,53,New Jersey,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,NJ,H_RECMND,7,27,66,New Jersey,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,NM,H_CLEAN_HSP,8,18,74,New Mexico,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,NM,H_COMP_1,5,16,79,New Mexico,Mountain,Communication with Nurses,Composite Measure
07_2019,NM,H_COMP_2,6,14,80,New Mexico,Mountain,Communication with Doctors,Composite Measure
07_2019,NM,H_COMP_3,9,21,70,New Mexico,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,NM,H_COMP_5,17,16,67,New Mexico,Mountain,Communication about Medicines,Composite Measure
07_2019,NM,H_COMP_6,14,0,86,New Mexico,Mountain,Discharge Information,Composite Measure
07_2019,NM,H_COMP_7,6,43,51,New Mexico,Mountain,Care Transition,Composite Measure
07_2019,NM,H_HSP_RATING,9,21,70,New Mexico,Mountain,Overall Hospital Rating,Global Item
07_2019,NM,H_QUIET_HSP,11,26,63,New Mexico,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,NM,H_RECMND,5,27,68,New Mexico,Mountain,Willingness to Recommend the Hospital,Global Item
07_2019,NV,H_CLEAN_HSP,11,17,72,Nevada,Mountain,Cleanliness of Hospital Environment,Individual Item
07_2019,NV,H_COMP_1,8,18,74,Nevada,Mountain,Communication with Nurses,Composite Measure
07_2019,NV,H_COMP_2,11,17,72,Nevada,Mountain,Communication with Doctors,Composite Measure
07_2019,NV,H_COMP_3,13,23,64,Nevada,Mountain,Responsiveness of Hospital Staff,Composite Measure
07_2019,NV,H_COMP_5,21,19,60,Nevada,Mountain,Communication about Medicines,Composite Measure
07_2019,NV,H_COMP_6,16,0,84,Nevada,Mountain,Discharge Information,Composite Measure
07_2019,NV,H_COMP_7,8,45,47,Nevada,Mountain,Care Transition,Composite Measure
07_2019,NV,H_HSP_RATING,10,24,66,Nevada,Mountain,Overall Hospital Rating,Global Item
07_2019,NV,H_QUIET_HSP,15,32,53,Nevada,Mountain,Quietness of Hospital Environment,Individual Item
07_2019,NV,H_RECMND,9,25,66,Nevada,Mountain,Willingness to Recommend the Hospital,Global Item
07_2019,NY,H_CLEAN_HSP,9,20,71,New York,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,NY,H_COMP_1,6,17,77,New York,Mid-Atlantic,Communication with Nurses,Composite Measure
07_2019,NY,H_COMP_2,6,16,78,New York,Mid-Atlantic,Communication with Doctors,Composite Measure
07_2019,NY,H_COMP_3,12,25,63,New York,Mid-Atlantic,Responsiveness of Hospital Staff,Composite Measure
07_2019,NY,H_COMP_5,21,18,61,New York,Mid-Atlantic,Communication about Medicines,Composite Measure
07_2019,NY,H_COMP_6,15,0,85,New York,Mid-Atlantic,Discharge Information,Composite Measure
07_2019,NY,H_COMP_7,6,45,49,New York,Mid-Atlantic,Care Transition,Composite Measure
07_2019,NY,H_HSP_RATING,11,23,66,New York,Mid-Atlantic,Overall Hospital Rating,Global Item
07_2019,NY,H_QUIET_HSP,15,33,52,New York,Mid-Atlantic,Quietness of Hospital Environment,Individual Item
07_2019,NY,H_RECMND,7,27,66,New York,Mid-Atlantic,Willingness to Recommend the Hospital,Global Item
07_2019,OH,H_CLEAN_HSP,7,18,75,Ohio,East North Central,Cleanliness of Hospital Environment,Individual Item
07_2019,OH,H_COMP_1,3,15,82,Ohio,East North Central,Communication with Nurses,Composite Measure
07_2019,OH,H_COMP_2,4,16,80,Ohio,East North Central,Communication with Doctors,Composite Measure
07_2019,OH,H_COMP_3,7,23,70,Ohio,East North Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,OH,H_COMP_5,17,18,65,Ohio,East North Central,Communication about Medicines,Composite Measure
07_2019,OH,H_COMP_6,11,0,89,Ohio,East North Central,Discharge Information,Composite Measure
07_2019,OH,H_COMP_7,5,42,53,Ohio,East North Central,Care Transition,Composite Measure
07_2019,OH,H_HSP_RATING,7,19,74,Ohio,East North Central,Overall Hospital Rating,Global Item
07_2019,OH,H_QUIET_HSP,9,32,59,Ohio,East North Central,Quietness of Hospital Environment,Individual Item
07_2019,OH,H_RECMND,4,25,71,Ohio,East North Central,Willingness to Recommend the Hospital,Global Item
07_2019,OK,H_CLEAN_HSP,7,16,77,Oklahoma,West South Central,Cleanliness of Hospital Environment,Individual Item
07_2019,OK,H_COMP_1,4,15,81,Oklahoma,West South Central,Communication with Nurses,Composite Measure
07_2019,OK,H_COMP_2,4,13,83,Oklahoma,West South Central,Communication with Doctors,Composite Measure
07_2019,OK,H_COMP_3,7,19,74,Oklahoma,West South Central,Responsiveness of Hospital Staff,Composite Measure
07_2019,OK,H_COMP_5,15,16,69,Oklahoma,West South Central,Communication about Medicines,Composite Measure
07_2019,OK,H_COMP_6,14,0,86,Oklahoma,West South Central,Discharge Information,Composite Measure
07_2019,OK,H_COMP_7,5,41,54,Oklahoma,West South Central,Care Transition,Composite Measure
07_2019,OK,H_HSP_RATING,7,19,74,Oklahoma,West South Central,Overall Hospital Rating,Global Item
07_2019,OK,H_QUIET_HSP,8,25,67,Oklahoma,West South Central,Quietness of Hospital Environment,Individual Item
07_2019,OK,H_RECMND,5,23,72,Oklahoma,West South Central,Willingness to Recommend the Hospital,Global Item
07_2019,OR,H_CLEAN_HSP,6,18,76,Oregon,Pacific,Cleanliness of Hospital Environment,Individual Item
07_2019,OR,H_COMP_1,3,16,81,Oregon,Pacific,Communication with Nurses,Composite Measure
07_2019,OR,H_COMP_2,4,14,82,Oregon,Pacific,Communication with Doctors,Composite Measure
07_2019,OR,H_COMP_3,6,22,72,Oregon,Pacific,Responsiveness of Hospital Staff,Composite Measure
07_2019,OR,H_COMP_5,14,18,68,Oregon,Pacific,Communication about Medicines,Composite Measure
07_2019,OR,H_COMP_6,11,0,89,Oregon,Pacific,Discharge Information,Composite Measure
07_2019,OR,H_COMP_7,4,41,55,Oregon,Pacific,Care Transition,Composite Measure
07_2019,OR,H_HSP_RATING,6,20,74,Oregon,Pacific,Overall Hospital Rating,Global Item
07_2019,OR,H_QUIET_HSP,10,33,57,Oregon,Pacific,Quietness of Hospital Environment,Individual Item
07_2019,OR,H_RECMND,4,22,74,Oregon,Pacific,Willingness to Recommend the Hospital,Global Item
07_2019,PA,H_CLEAN_HSP,8,18,74,Pennsylvania,Mid-Atlantic,Cleanliness of Hospital Environment,Individual Item
07_2019,PA,H_COMP_1,4,15,81,Pennsylvania,Mid-Atlantic,Communication with Nurses,Composite Measure
